time,R,H,I,E,S
17.441380,752,1,328,675,8244
17.452200,752,1,329,674,8244
17.452975,753,1,328,674,8244
17.453414,753,1,329,673,8244
17.454422,754,1,328,673,8244
17.456906,754,1,329,672,8244
17.461082,754,1,329,673,8243
17.466210,755,1,328,673,8243
17.467380,756,1,327,673,8243
17.469709,756,1,328,672,8243
17.469774,756,1,328,673,8242
17.474894,757,1,327,673,8242
17.474928,757,1,327,674,8241
17.475114,757,1,327,675,8240
17.476157,758,1,326,675,8240
17.476996,758,1,326,676,8239
17.478943,758,1,326,677,8238
17.479498,758,1,326,678,8237
17.480827,758,1,327,677,8237
17.481878,758,1,328,676,8237
17.482835,758,1,328,677,8236
17.486512,758,1,328,678,8235
17.487572,758,1,328,679,8234
17.489656,759,1,327,679,8234
17.489941,760,1,326,679,8234
17.490151,760,1,326,680,8233
17.492731,761,1,325,680,8233
17.494471,761,1,325,681,8232
17.497420,761,1,326,680,8232
17.499884,762,1,325,680,8232
17.500199,762,1,325,681,8231
17.501236,762,1,325,682,8230
17.501765,763,1,324,682,8230
17.505846,763,1,324,683,8229
17.505988,763,1,325,682,8229
17.508504,763,1,326,681,8229
17.514533,763,1,327,680,8229
17.515045,764,1,326,680,8229
17.520808,765,1,325,680,8229
17.521644,765,1,326,679,8229
17.521682,766,1,325,679,8229
17.521884,766,1,326,678,8229
17.530979,766,1,327,677,8229
17.532449,767,1,326,677,8229
17.543729,767,1,327,676,8229
17.551111,767,1,327,677,8228
17.551863,768,1,326,677,8228
17.554001,768,1,326,678,8227
17.554288,768,1,326,679,8226
17.558546,769,1,325,679,8226
17.561023,769,1,326,678,8226
17.563491,769,1,326,679,8225
17.564757,769,1,327,678,8225
17.566448,769,1,328,677,8225
17.573554,769,1,328,678,8224
17.576608,769,1,329,677,8224
17.579577,769,1,330,676,8224
17.587285,769,1,331,675,8224
17.588871,769,1,332,674,8224
17.595023,769,1,332,675,8223
17.598786,769,1,332,676,8222
17.602048,769,1,332,677,8221
17.604904,769,1,332,678,8220
17.605337,769,1,332,679,8219
17.608148,769,1,332,680,8218
17.611017,769,1,333,679,8218
17.619292,769,1,333,680,8217
17.621738,769,1,333,681,8216
17.623890,770,1,332,681,8216
17.627326,771,1,331,681,8216
17.629025,771,1,332,680,8216
17.631684,771,1,333,679,8216
17.632345,772,1,332,679,8216
17.633545,773,1,331,679,8216
17.634663,773,1,331,680,8215
17.635272,773,1,331,681,8214
17.635612,773,1,331,682,8213
17.636849,773,1,332,681,8213
17.638019,773,1,333,680,8213
17.641514,773,1,334,679,8213
17.643285,773,1,335,678,8213
17.643468,773,1,336,677,8213
17.645258,773,1,336,678,8212
17.648840,773,1,337,677,8212
17.654190,773,1,337,678,8211
17.656638,773,1,337,679,8210
17.657021,773,1,338,678,8210
17.662057,773,1,339,677,8210
17.662298,774,1,338,677,8210
17.662454,774,1,339,676,8210
17.663875,774,1,339,677,8209
17.667977,774,1,340,676,8209
17.671761,774,1,340,677,8208
17.673226,774,1,340,678,8207
17.674342,774,1,341,677,8207
17.674932,774,1,342,676,8207
17.677219,774,1,342,677,8206
17.677769,774,1,342,678,8205
17.679511,774,1,343,677,8205
17.679597,775,1,342,677,8205
17.681397,775,1,342,678,8204
17.684889,775,1,343,677,8204
17.691393,775,1,343,678,8203
17.691675,776,1,342,678,8203
17.692067,776,1,342,679,8202
17.694349,776,1,343,678,8202
17.695970,777,1,342,678,8202
17.695999,778,1,341,678,8202
17.699353,778,1,341,679,8201
17.704012,779,1,340,679,8201
17.706009,779,1,340,680,8200
17.706078,779,1,340,681,8199
17.710411,780,1,339,681,8199
17.714424,780,1,339,682,8198
17.715991,780,1,339,683,8197
17.718972,780,1,339,684,8196
17.719453,780,1,339,685,8195
17.720187,780,1,339,686,8194
17.721111,780,1,340,685,8194
17.721886,780,1,341,684,8194
17.724241,780,1,342,683,8194
17.725709,780,1,342,684,8193
17.726123,781,1,341,684,8193
17.726423,781,1,342,683,8193
17.728374,781,1,343,682,8193
17.729534,781,1,343,683,8192
17.731520,781,1,343,684,8191
17.731785,781,1,344,683,8191
17.731975,781,1,344,684,8190
17.732523,781,1,345,683,8190
17.738813,782,1,344,683,8190
17.743730,782,1,344,684,8189
17.746429,782,1,344,685,8188
17.746497,782,1,345,684,8188
17.747040,782,1,345,685,8187
17.747651,782,1,346,684,8187
17.748180,782,1,346,685,8186
17.750199,782,1,347,684,8186
17.751126,783,1,346,684,8186
17.752569,784,1,345,684,8186
17.753377,785,1,344,684,8186
17.753458,785,1,345,683,8186
17.755171,785,1,345,684,8185
17.757143,785,1,346,683,8185
17.757454,785,1,346,684,8184
17.759112,785,1,347,683,8184
17.759752,785,1,348,682,8184
17.760460,786,1,347,682,8184
17.760505,786,1,347,683,8183
17.764683,786,1,347,684,8182
17.766460,787,1,346,684,8182
17.773406,787,1,346,685,8181
17.776861,788,1,345,685,8181
17.777470,788,1,345,686,8180
17.777714,788,1,345,687,8179
17.778039,788,1,345,688,8178
17.782048,789,1,344,688,8178
17.783859,790,1,343,688,8178
17.784717,790,1,344,687,8178
17.794104,790,1,345,686,8178
17.796377,790,1,345,687,8177
17.798051,790,1,346,686,8177
17.798888,790,1,346,687,8176
17.800668,791,1,345,687,8176
17.801612,792,1,344,687,8176
17.802818,792,1,344,688,8175
17.802920,792,1,344,689,8174
17.807699,792,1,344,690,8173
17.808259,792,1,345,689,8173
17.810542,792,1,345,690,8172
17.813478,792,1,345,691,8171
17.815280,793,1,344,691,8171
17.815554,793,1,344,692,8170
17.816814,793,1,344,693,8169
17.817887,794,1,343,693,8169
17.821880,794,1,343,694,8168
17.822658,794,1,343,695,8167
17.822664,794,1,343,696,8166
17.822994,794,1,344,695,8166
17.823814,795,1,343,695,8166
17.824437,796,1,342,695,8166
17.827414,796,1,343,694,8166
17.828330,796,1,343,695,8165
17.829836,796,1,343,696,8164
17.832836,796,1,343,697,8163
17.833885,797,1,342,697,8163
17.835799,797,1,342,698,8162
17.837522,797,1,343,697,8162
17.838222,797,1,344,696,8162
17.841186,797,1,344,697,8161
17.843514,797,1,344,698,8160
17.844004,798,1,343,698,8160
17.847456,798,1,344,697,8160
17.852514,798,1,345,696,8160
17.855122,798,1,345,697,8159
17.855937,798,1,345,698,8158
17.858789,799,1,344,698,8158
17.863391,799,1,345,697,8158
17.863437,799,1,345,698,8157
17.866980,800,1,344,698,8157
17.867376,800,1,344,699,8156
17.868448,800,1,345,698,8156
17.868743,800,1,346,697,8156
17.868894,800,1,346,698,8155
17.871327,800,1,346,699,8154
17.875363,800,1,347,698,8154
17.876053,800,1,348,697,8154
17.876687,800,1,348,698,8153
17.877547,800,1,348,699,8152
17.885051,801,1,347,699,8152
17.887387,801,1,347,700,8151
17.889318,802,1,346,700,8151
17.889825,802,1,347,699,8151
17.891285,803,1,346,699,8151
17.895304,804,1,345,699,8151
17.896844,804,1,346,698,8151
17.897226,804,1,347,697,8151
17.897521,804,1,347,698,8150
17.899263,804,1,347,699,8149
17.901039,804,1,347,700,8148
17.901855,804,1,347,701,8147
17.903107,804,1,348,700,8147
17.903742,804,1,348,701,8146
17.907671,804,1,349,700,8146
17.908844,805,1,348,700,8146
17.912226,805,1,348,701,8145
17.912333,806,1,347,701,8145
17.912834,806,1,347,702,8144
17.914985,806,1,347,703,8143
17.916767,806,1,347,704,8142
17.917184,806,1,347,705,8141
17.918886,807,1,346,705,8141
17.923359,807,1,346,706,8140
17.925137,807,1,346,707,8139
17.925784,808,1,345,707,8139
17.932554,808,1,345,708,8138
17.933726,808,1,346,707,8138
17.934229,808,1,346,708,8137
17.934771,808,1,347,707,8137
17.935016,808,1,348,706,8137
17.936177,808,1,348,707,8136
17.942380,809,1,347,707,8136
17.945441,809,1,348,706,8136
17.948570,810,1,347,706,8136
17.948744,810,1,347,707,8135
17.953790,811,1,346,707,8135
17.954374,811,1,347,706,8135
17.954443,811,1,347,707,8134
17.960520,811,1,348,706,8134
17.961765,811,1,348,707,8133
17.962650,811,1,348,708,8132
17.963928,811,1,349,707,8132
17.965436,811,1,349,708,8131
17.966330,811,1,349,709,8130
17.969784,811,1,350,708,8130
17.970537,812,1,349,708,8130
17.972987,813,1,348,708,8130
17.973592,814,1,347,708,8130
17.973917,814,1,348,707,8130
17.974419,814,1,349,706,8130
17.976370,814,1,349,707,8129
17.980113,814,1,349,708,8128
17.980202,815,1,348,708,8128
17.984855,815,1,349,707,8128
17.985794,815,1,349,708,8127
17.987137,815,1,350,707,8127
17.987544,815,1,351,706,8127
17.991786,815,1,351,707,8126
17.995646,815,1,352,706,8126
17.995736,816,1,351,706,8126
17.997762,816,1,351,707,8125
17.998524,816,1,352,706,8125
17.999494,816,1,352,707,8124
17.999892,817,1,351,707,8124
18.000448,817,1,351,708,8123
18.002661,817,1,351,709,8122
18.004758,817,1,351,710,8121
18.005609,817,1,351,711,8120
18.005713,817,1,351,712,8119
18.006425,817,1,351,713,8118
18.009683,817,1,352,712,8118
18.010194,817,1,352,713,8117
18.017038,817,1,353,712,8117
18.017252,817,1,353,713,8116
18.019440,817,1,353,714,8115
18.025849,817,1,354,713,8115
18.025950,818,1,353,713,8115
18.028765,818,1,353,714,8114
18.029107,819,1,352,714,8114
18.036663,819,1,353,713,8114
18.037016,819,1,353,714,8113
18.039043,819,1,353,715,8112
18.039110,819,1,354,714,8112
18.039123,819,1,354,715,8111
18.042733,819,1,354,716,8110
18.055668,820,1,353,716,8110
18.057460,820,1,353,717,8109
18.057954,820,1,353,718,8108
18.060827,820,1,353,719,8107
18.063038,820,1,353,720,8106
18.063059,820,1,353,721,8105
18.064230,820,1,353,722,8104
18.066102,820,1,353,723,8103
18.066952,820,1,353,724,8102
18.069689,820,1,354,723,8102
18.071095,820,1,354,724,8101
18.072655,820,1,355,723,8101
18.072995,820,1,356,722,8101
18.073817,820,1,356,723,8100
18.076636,820,1,356,724,8099
18.078368,820,1,356,725,8098
18.078904,821,1,355,725,8098
18.081020,821,1,355,726,8097
18.086381,821,1,355,727,8096
18.087206,821,1,355,728,8095
18.094459,821,1,355,729,8094
18.096808,822,1,354,729,8094
18.096832,823,1,353,729,8094
18.104439,823,1,353,730,8093
18.105705,823,1,354,729,8093
18.107519,824,1,353,729,8093
18.107816,824,1,354,728,8093
18.109495,824,1,354,729,8092
18.110288,824,1,354,730,8091
18.115290,824,1,354,731,8090
18.119020,824,1,355,730,8090
18.122077,824,1,356,729,8090
18.123874,825,1,355,729,8090
18.126362,826,1,354,729,8090
18.130861,826,1,354,730,8089
18.131381,826,1,354,731,8088
18.132335,826,1,355,730,8088
18.132940,826,1,356,729,8088
18.133720,826,1,356,730,8087
18.137056,826,1,356,731,8086
18.137290,826,1,356,732,8085
18.137413,826,1,356,733,8084
18.137983,827,1,355,733,8084
18.140209,827,1,355,734,8083
18.146629,827,1,356,733,8083
18.148139,827,1,356,734,8082
18.150673,827,1,357,733,8082
18.151615,827,1,358,732,8082
18.153937,827,1,358,733,8081
18.156305,827,1,359,732,8081
18.160044,828,1,358,732,8081
18.160800,828,1,358,733,8080
18.163301,828,1,359,732,8080
18.165778,828,1,359,733,8079
18.166558,828,1,359,734,8078
18.166790,828,1,359,735,8077
18.168167,829,1,358,735,8077
18.170521,830,1,357,735,8077
18.171218,831,1,356,735,8077
18.172865,832,1,355,735,8077
18.172899,832,1,356,734,8077
18.177001,833,1,355,734,8077
18.179994,833,1,355,735,8076
18.183586,833,1,355,736,8075
18.183734,833,1,356,735,8075
18.188729,833,1,357,734,8075
18.189833,833,1,357,735,8074
18.190055,833,1,358,734,8074
18.190935,833,1,358,735,8073
18.192092,833,1,359,734,8073
18.196266,834,1,358,734,8073
18.197761,834,1,358,735,8072
18.199851,834,1,359,734,8072
18.200421,834,1,359,735,8071
18.200885,835,1,358,735,8071
18.201720,835,1,358,736,8070
18.202135,835,1,359,735,8070
18.203444,835,1,359,736,8069
18.206827,835,1,360,735,8069
18.207314,835,1,361,734,8069
18.209908,835,1,361,735,8068
18.212066,835,1,362,734,8068
18.213927,835,1,362,735,8067
18.214341,836,1,361,735,8067
18.215154,837,1,360,735,8067
18.218952,837,1,360,736,8066
18.220066,837,1,360,737,8065
18.220145,837,1,360,738,8064
18.220907,837,1,360,739,8063
18.223844,837,1,361,738,8063
18.224610,837,1,361,739,8062
18.226640,837,1,361,740,8061
18.227106,837,1,362,739,8061
18.227738,837,1,363,738,8061
18.229105,838,1,362,738,8061
18.233786,838,1,362,739,8060
18.234195,838,1,363,738,8060
18.236860,839,1,362,738,8060
18.237758,839,1,363,737,8060
18.238555,839,1,363,738,8059
18.239051,839,1,364,737,8059
18.243425,839,1,364,738,8058
18.245377,839,1,364,739,8057
18.252191,839,1,365,738,8057
18.252816,840,1,364,738,8057
18.254570,840,1,364,739,8056
18.254767,840,1,365,738,8056
18.255072,840,1,366,737,8056
18.256941,841,1,365,737,8056
18.257236,841,1,365,738,8055
18.258250,842,1,364,738,8055
18.262589,842,1,364,739,8054
18.264059,843,1,363,739,8054
18.271511,843,1,364,738,8054
18.275737,843,1,365,737,8054
18.279497,843,1,365,738,8053
18.280078,843,1,366,737,8053
18.281905,843,1,366,738,8052
18.282512,843,1,366,739,8051
18.285291,843,1,366,740,8050
18.287589,843,1,366,741,8049
18.289020,843,1,367,740,8049
18.290103,843,1,368,739,8049
18.290611,843,1,369,738,8049
18.290890,844,1,368,738,8049
18.292812,844,1,369,737,8049
18.298278,844,1,369,738,8048
18.300479,844,1,369,739,8047
18.301097,844,1,370,738,8047
18.301560,844,1,370,739,8046
18.307760,845,1,369,739,8046
18.308027,846,1,368,739,8046
18.314429,846,1,368,740,8045
18.315581,846,1,369,739,8045
18.318083,846,1,369,740,8044
18.321030,846,1,370,739,8044
18.321963,846,1,371,738,8044
18.324697,846,1,371,739,8043
18.329388,846,1,371,740,8042
18.330174,846,1,372,739,8042
18.333433,846,1,372,740,8041
18.334493,846,1,372,741,8040
18.335709,847,1,371,741,8040
18.337395,847,1,371,742,8039
18.339260,847,1,371,743,8038
18.342553,847,1,371,744,8037
18.347823,847,1,371,745,8036
18.350733,847,1,371,746,8035
18.351259,848,1,370,746,8035
18.352583,848,1,371,745,8035
18.355877,849,1,370,745,8035
18.356198,850,1,369,745,8035
18.360268,851,1,368,745,8035
18.361250,851,1,369,744,8035
18.363118,851,1,370,743,8035
18.366329,852,1,369,743,8035
18.366535,852,1,369,744,8034
18.367213,853,1,368,744,8034
18.367763,853,1,369,743,8034
18.368758,853,1,369,744,8033
18.370219,853,1,369,745,8032
18.379425,853,1,370,744,8032
18.379513,853,1,371,743,8032
18.379778,853,1,372,742,8032
18.386315,853,1,372,743,8031
18.388185,853,1,373,742,8031
18.388901,853,1,374,741,8031
18.391780,853,1,374,742,8030
18.391970,854,1,373,742,8030
18.392166,854,1,374,741,8030
18.397131,854,1,374,742,8029
18.397145,854,1,374,743,8028
18.398074,854,1,374,744,8027
18.398274,854,1,374,745,8026
18.399698,854,1,374,746,8025
18.402393,855,1,373,746,8025
18.403286,855,1,373,747,8024
18.406543,855,1,373,748,8023
18.406757,855,1,374,747,8023
18.406850,855,1,374,748,8022
18.414324,855,1,374,749,8021
18.414381,855,1,374,750,8020
18.419088,855,1,375,749,8020
18.420169,855,1,375,750,8019
18.422191,855,1,375,751,8018
18.422743,856,1,374,751,8018
18.423581,856,1,375,750,8018
18.424906,857,1,374,750,8018
18.426187,857,1,375,749,8018
18.426849,857,1,375,750,8017
18.428908,857,1,375,751,8016
18.430002,857,1,376,750,8016
18.430477,857,1,377,749,8016
18.431624,857,1,377,750,8015
18.432642,857,1,377,751,8014
18.437993,857,1,378,750,8014
18.443634,857,1,378,751,8013
18.443837,857,1,379,750,8013
18.445440,858,1,378,750,8013
18.446091,858,1,379,749,8013
18.449573,858,1,379,750,8012
18.451725,858,1,379,751,8011
18.453699,858,1,379,752,8010
18.454623,858,1,379,753,8009
18.459942,858,1,379,754,8008
18.460572,858,1,379,755,8007
18.464144,858,1,379,756,8006
18.464217,858,1,379,757,8005
18.468113,859,1,378,757,8005
18.470770,859,1,379,756,8005
18.473412,859,1,379,757,8004
18.474406,859,1,380,756,8004
18.474952,860,1,379,756,8004
18.476519,860,1,380,755,8004
18.478247,861,1,379,755,8004
18.479090,861,1,379,756,8003
18.480066,862,1,378,756,8003
18.484950,863,1,377,756,8003
18.485993,863,1,377,757,8002
18.486318,863,1,377,758,8001
18.486572,864,1,376,758,8001
18.488730,864,1,377,757,8001
18.492618,865,1,376,757,8001
18.493412,865,1,376,758,8000
18.496843,865,1,376,759,7999
18.497112,865,1,376,760,7998
18.498420,865,1,377,759,7998
18.503789,865,1,378,758,7998
18.504041,866,1,377,758,7998
18.505241,866,1,377,759,7997
18.505574,866,1,377,760,7996
18.507886,866,1,377,761,7995
18.507902,866,1,377,762,7994
18.510364,866,1,378,761,7994
18.511900,867,1,377,761,7994
18.515175,867,1,377,762,7993
18.519446,867,1,377,763,7992
18.522299,867,1,377,764,7991
18.527446,867,1,377,765,7990
18.543761,867,1,377,766,7989
18.544452,867,1,377,767,7988
18.544760,867,1,377,768,7987
18.545026,867,1,377,769,7986
18.545256,867,1,377,770,7985
18.550683,867,1,378,769,7985
18.552209,867,1,379,768,7985
18.552348,867,1,380,767,7985
18.553565,867,1,380,768,7984
18.554394,868,1,379,768,7984
18.554821,869,1,378,768,7984
18.556591,869,1,379,767,7984
18.560611,869,1,380,766,7984
18.562149,869,1,380,767,7983
18.566144,869,1,381,766,7983
18.568063,869,1,381,767,7982
18.571733,869,1,381,768,7981
18.572351,869,1,381,769,7980
18.577588,869,1,381,770,7979
18.577750,869,1,381,771,7978
18.581285,869,1,382,770,7978
18.581755,869,1,382,771,7977
18.585793,869,1,382,772,7976
18.587308,870,1,381,772,7976
18.594759,870,1,381,773,7975
18.596184,870,1,381,774,7974
18.596557,871,1,380,774,7974
18.596764,871,1,381,773,7974
18.597099,872,1,380,773,7974
18.599131,873,1,379,773,7974
18.599653,873,1,379,774,7973
18.601549,874,1,378,774,7973
18.603271,874,1,379,773,7973
18.605199,874,1,379,774,7972
18.612104,874,1,380,773,7972
18.616165,874,1,380,774,7971
18.616262,874,1,380,775,7970
18.616398,874,1,381,774,7970
18.619162,874,1,381,775,7969
18.626295,875,1,380,775,7969
18.627302,875,1,380,776,7968
18.630815,875,1,380,777,7967
18.632555,875,1,380,778,7966
18.638460,875,1,380,779,7965
18.643187,875,1,381,778,7965
18.643713,876,1,380,778,7965
18.648689,876,1,380,779,7964
18.648986,877,1,379,779,7964
18.650356,877,1,379,780,7963
18.651904,877,1,379,781,7962
18.653643,877,1,379,782,7961
18.654291,878,1,378,782,7961
18.656371,879,1,377,782,7961
18.662727,879,1,378,781,7961
18.663466,880,1,377,781,7961
18.664064,880,1,378,780,7961
18.668650,880,1,379,779,7961
18.668912,880,1,379,780,7960
18.672972,880,1,379,781,7959
18.676670,880,1,380,780,7959
18.677163,881,1,379,780,7959
18.678671,881,1,380,779,7959
18.679373,881,1,381,778,7959
18.680104,882,1,380,778,7959
18.680358,882,1,380,779,7958
18.683276,882,1,380,780,7957
18.686849,882,1,381,779,7957
18.687001,882,1,382,778,7957
18.691205,882,1,382,779,7956
18.692437,882,1,383,778,7956
18.692755,882,1,383,779,7955
18.693446,882,1,383,780,7954
18.697679,882,1,384,779,7954
18.703609,882,1,385,778,7954
18.704779,882,1,385,779,7953
18.705442,882,1,385,780,7952
18.706100,882,1,385,781,7951
18.706543,883,1,384,781,7951
18.708210,884,1,383,781,7951
18.709421,884,1,383,782,7950
18.718741,884,1,383,783,7949
18.719625,885,1,382,783,7949
18.724056,885,1,383,782,7949
18.726812,885,1,383,783,7948
18.729806,885,1,384,782,7948
18.730247,885,1,385,781,7948
18.731804,885,1,385,782,7947
18.731821,886,1,384,782,7947
18.731887,886,1,384,783,7946
18.732156,886,1,384,784,7945
18.734291,887,1,383,784,7945
18.734762,887,1,383,785,7944
18.736382,887,1,383,786,7943
18.740521,888,1,382,786,7943
18.742215,888,1,383,785,7943
18.744388,888,1,384,784,7943
18.745139,888,1,384,785,7942
18.745194,888,1,384,786,7941
18.747965,888,1,385,785,7941
18.749738,888,1,385,786,7940
18.750267,888,1,385,787,7939
18.752067,888,1,385,788,7938
18.753607,888,1,385,789,7937
18.754520,888,1,386,788,7937
18.755676,888,1,387,787,7937
18.756699,888,1,387,788,7936
18.758850,888,1,387,789,7935
18.759644,888,1,387,790,7934
18.761710,888,1,387,791,7933
18.762233,888,1,387,792,7932
18.768101,888,1,387,793,7931
18.768923,888,1,387,794,7930
18.769320,888,1,387,795,7929
18.769652,888,1,388,794,7929
18.769926,889,1,387,794,7929
18.772580,889,1,387,795,7928
18.776056,889,1,388,794,7928
18.786877,890,1,387,794,7928
18.787036,890,1,387,795,7927
18.791862,890,1,388,794,7927
18.793275,890,1,388,795,7926
18.795019,890,1,389,794,7926
18.796541,890,1,390,793,7926
18.799820,890,1,390,794,7925
18.802700,890,1,391,793,7925
18.811059,890,1,391,794,7924
18.814755,891,1,390,794,7924
18.814992,892,1,389,794,7924
18.815589,893,1,388,794,7924
18.817512,893,1,388,795,7923
18.818125,893,1,388,796,7922
18.822046,893,1,389,795,7922
18.822428,893,1,390,794,7922
18.822457,893,1,391,793,7922
18.823752,893,1,391,794,7921
18.825416,893,1,391,795,7920
18.827413,893,1,391,796,7919
18.828051,893,1,391,797,7918
18.830285,893,1,391,798,7917
18.836295,894,1,390,798,7917
18.836495,894,1,390,799,7916
18.837994,894,1,391,798,7916
18.843607,894,1,391,799,7915
18.844409,894,1,392,798,7915
18.852909,894,1,392,799,7914
18.853418,894,1,392,800,7913
18.857272,894,1,392,801,7912
18.857755,894,1,392,802,7911
18.857894,895,1,391,802,7911
18.861335,895,1,391,803,7910
18.862734,896,1,390,803,7910
18.866037,896,1,390,804,7909
18.866453,896,1,391,803,7909
18.867628,897,1,390,803,7909
18.870400,897,1,390,804,7908
18.873680,897,1,390,805,7907
18.873898,897,1,390,806,7906
18.875158,897,1,390,807,7905
18.876334,898,1,389,807,7905
18.876390,898,1,390,806,7905
18.876541,898,1,390,807,7904
18.877662,898,1,391,806,7904
18.877813,898,1,391,807,7903
18.877838,898,1,392,806,7903
18.880656,898,1,392,807,7902
18.882014,899,1,391,807,7902
18.882963,900,1,390,807,7902
18.887462,901,1,389,807,7902
18.889930,901,1,389,808,7901
18.892371,901,1,389,809,7900
18.903426,901,1,390,808,7900
18.906372,901,1,391,807,7900
18.913483,901,1,391,808,7899
18.914069,902,1,390,808,7899
18.917905,902,1,391,807,7899
18.917996,903,1,390,807,7899
18.919990,903,1,391,806,7899
18.922329,904,1,390,806,7899
18.923150,904,1,391,805,7899
18.929911,904,1,391,806,7898
18.930878,904,1,391,807,7897
18.931697,905,1,390,807,7897
18.933440,905,1,390,808,7896
18.935610,906,1,389,808,7896
18.936546,907,1,388,808,7896
18.939715,907,1,388,809,7895
18.942997,908,1,387,809,7895
18.943654,908,1,388,808,7895
18.949089,908,1,389,807,7895
18.949739,908,1,389,808,7894
18.951135,908,1,389,809,7893
18.951969,908,1,389,810,7892
18.953813,909,1,388,810,7892
18.955595,910,1,387,810,7892
18.960211,910,1,388,809,7892
18.960983,910,1,389,808,7892
18.961685,910,1,390,807,7892
18.964143,910,1,390,808,7891
18.966554,911,1,389,808,7891
18.969501,912,1,388,808,7891
18.970865,912,1,388,809,7890
18.971585,912,1,388,810,7889
18.973403,912,1,388,811,7888
18.973835,913,1,387,811,7888
18.974704,913,1,387,812,7887
18.975544,913,1,388,811,7887
18.975875,913,1,388,812,7886
18.977147,913,1,389,811,7886
18.977555,913,1,390,810,7886
18.979205,913,1,391,809,7886
18.980264,914,1,390,809,7886
18.980753,915,1,389,809,7886
18.981580,915,1,389,810,7885
18.984038,915,1,390,809,7885
18.987063,915,1,391,808,7885
18.987371,915,1,392,807,7885
18.989096,915,1,393,806,7885
18.989864,915,1,393,807,7884
18.992467,915,1,394,806,7884
18.993905,915,1,395,805,7884
19.001258,915,1,395,806,7883
19.004028,915,1,395,807,7882
19.004631,915,1,395,808,7881
19.004867,915,1,395,809,7880
19.010273,915,1,396,808,7880
19.012961,915,1,396,809,7879
19.014753,915,1,396,810,7878
19.017333,916,1,395,810,7878
19.019145,916,1,396,809,7878
19.022316,916,1,396,810,7877
19.024098,916,1,396,811,7876
19.024735,916,1,397,810,7876
19.025377,917,1,396,810,7876
19.025653,917,1,396,811,7875
19.027852,917,1,396,812,7874
19.027933,917,1,396,813,7873
19.028424,917,1,397,812,7873
19.029796,917,1,398,811,7873
19.038158,917,1,399,810,7873
19.039568,918,1,398,810,7873
19.042820,918,1,399,809,7873
19.047481,918,1,399,810,7872
19.049198,918,1,399,811,7871
19.050279,919,1,398,811,7871
19.057155,919,1,398,812,7870
19.057759,920,1,397,812,7870
19.061567,920,1,397,813,7869
19.066044,920,1,397,814,7868
19.067806,920,1,397,815,7867
19.070315,920,1,397,816,7866
19.071872,920,1,397,817,7865
19.072276,921,1,396,817,7865
19.075380,921,1,397,816,7865
19.078813,922,1,396,816,7865
19.079433,922,1,396,817,7864
19.079858,922,1,396,818,7863
19.087962,922,1,396,819,7862
19.089632,923,1,395,819,7862
19.091106,923,1,395,820,7861
19.092710,924,1,394,820,7861
19.095051,924,1,395,819,7861
19.095330,925,1,394,819,7861
19.096664,926,1,393,819,7861
19.098625,926,1,394,818,7861
19.098967,926,1,394,819,7860
19.100599,927,1,393,819,7860
19.102275,927,1,393,820,7859
19.102657,928,1,392,820,7859
19.105212,928,1,393,819,7859
19.109218,929,1,392,819,7859
19.109812,930,1,391,819,7859
19.110273,930,1,391,820,7858
19.110442,930,1,391,821,7857
19.113499,930,1,392,820,7857
19.113553,930,1,393,819,7857
19.113666,930,1,394,818,7857
19.116516,930,1,395,817,7857
19.124650,930,1,395,818,7856
19.125838,931,1,394,818,7856
19.128189,932,1,393,818,7856
19.128199,933,1,392,818,7856
19.128694,933,1,393,817,7856
19.129918,933,1,393,818,7855
19.134163,934,1,392,818,7855
19.136881,935,1,391,818,7855
19.137414,935,1,391,819,7854
19.137804,935,1,392,818,7854
19.139133,935,1,392,819,7853
19.139657,936,1,391,819,7853
19.142073,936,1,391,820,7852
19.145720,936,1,391,821,7851
19.147992,936,1,391,822,7850
19.150476,936,1,391,823,7849
19.156040,936,1,392,822,7849
19.158279,936,1,393,821,7849
19.158766,936,1,394,820,7849
19.159533,936,1,394,821,7848
19.164641,936,1,394,822,7847
19.164903,937,1,393,822,7847
19.170851,937,1,393,823,7846
19.174068,937,1,393,824,7845
19.175192,937,1,394,823,7845
19.176796,937,1,394,824,7844
19.180234,938,1,393,824,7844
19.180496,938,1,393,825,7843
19.180907,938,1,394,824,7843
19.183656,939,1,393,824,7843
19.184572,939,1,393,825,7842
19.184897,940,1,392,825,7842
19.187779,941,1,391,825,7842
19.190269,941,1,391,826,7841
19.191437,941,1,391,827,7840
19.192068,941,1,391,828,7839
19.195256,941,1,391,829,7838
19.196451,941,1,391,830,7837
19.197290,942,1,390,830,7837
19.198139,942,1,391,829,7837
19.201438,942,1,391,830,7836
19.201769,942,1,391,831,7835
19.201955,942,1,391,832,7834
19.202766,942,1,392,831,7834
19.204230,943,1,391,831,7834
19.205900,943,1,392,830,7834
19.209310,943,1,392,831,7833
19.212478,943,1,393,830,7833
19.212975,943,1,394,829,7833
19.214439,944,1,393,829,7833
19.216739,944,1,393,830,7832
19.225983,944,1,394,829,7832
19.226391,945,1,393,829,7832
19.226469,945,1,394,828,7832
19.228688,945,1,394,829,7831
19.230539,945,1,395,828,7831
19.231276,946,1,394,828,7831
19.231467,947,1,393,828,7831
19.236239,947,1,394,827,7831
19.236407,947,1,394,828,7830
19.239543,947,1,394,829,7829
19.241280,947,1,395,828,7829
19.243309,947,1,395,829,7828
