time,R,H,I,E,S
32.845711,3834,0,839,1401,3926
32.847671,3835,0,838,1401,3926
32.847954,3835,0,839,1400,3926
32.849453,3836,0,838,1400,3926
32.849502,3837,0,837,1400,3926
32.851049,3838,0,836,1400,3926
32.854094,3838,0,837,1399,3926
32.857072,3838,0,837,1400,3925
32.857334,3838,0,838,1399,3925
32.857978,3838,0,838,1400,3924
32.861710,3838,0,839,1399,3924
32.863422,3838,0,840,1398,3924
32.865141,3838,0,840,1399,3923
32.866430,3838,0,840,1400,3922
32.867618,3838,0,841,1399,3922
32.870105,3838,0,841,1400,3921
32.870445,3838,0,841,1401,3920
32.872451,3838,0,842,1400,3920
32.873577,3839,0,841,1400,3920
32.876153,3839,0,842,1399,3920
32.880198,3840,0,841,1399,3920
32.880506,3840,0,841,1400,3919
32.882238,3841,0,840,1400,3919
32.882307,3842,0,839,1400,3919
32.882353,3842,0,839,1401,3918
32.883393,3843,0,838,1401,3918
32.885231,3843,0,838,1402,3917
32.886512,3843,0,839,1401,3917
32.888300,3844,0,838,1401,3917
32.890821,3844,0,838,1402,3916
32.893733,3844,0,839,1401,3916
32.893885,3844,0,839,1402,3915
32.895818,3844,0,840,1401,3915
32.895951,3844,0,841,1400,3915
32.898861,3845,0,840,1400,3915
32.899993,3846,0,839,1400,3915
32.903212,3846,0,839,1401,3914
32.909574,3847,0,838,1401,3914
32.910483,3847,0,839,1400,3914
32.911132,3847,0,839,1401,3913
32.911621,3848,0,838,1401,3913
32.912318,3848,0,838,1402,3912
32.912456,3848,0,838,1403,3911
32.913550,3848,0,839,1402,3911
32.913774,3849,0,838,1402,3911
32.915889,3850,0,837,1402,3911
32.918483,3850,0,837,1403,3910
32.918747,3851,0,836,1403,3910
32.921822,3851,0,837,1402,3910
32.922856,3851,0,838,1401,3910
32.925453,3851,0,839,1400,3910
32.927836,3852,0,838,1400,3910
32.929703,3852,0,838,1401,3909
32.929846,3853,0,837,1401,3909
32.931906,3853,0,838,1400,3909
32.932537,3853,0,838,1401,3908
32.932671,3854,0,837,1401,3908
32.933133,3855,0,836,1401,3908
32.933141,3855,0,836,1402,3907
32.933175,3855,0,836,1403,3906
32.933381,3855,0,836,1404,3905
32.933480,3855,0,836,1405,3904
32.933639,3855,0,837,1404,3904
32.936878,3855,0,838,1403,3904
32.937619,3855,0,839,1402,3904
32.938203,3855,0,840,1401,3904
32.938958,3855,0,841,1400,3904
32.939550,3855,0,841,1401,3903
32.939591,3855,0,842,1400,3903
32.941532,3856,0,841,1400,3903
32.943784,3856,0,842,1399,3903
32.944410,3857,0,841,1399,3903
32.944962,3857,0,842,1398,3903
32.945880,3857,0,842,1399,3902
32.945990,3857,0,842,1400,3901
32.946342,3857,0,842,1401,3900
32.947182,3857,0,842,1402,3899
32.949024,3858,0,841,1402,3899
32.949996,3858,0,842,1401,3899
32.951529,3858,0,842,1402,3898
32.953160,3858,0,842,1403,3897
32.954039,3858,0,843,1402,3897
32.955011,3859,0,842,1402,3897
32.955906,3859,0,843,1401,3897
32.956236,3859,0,843,1402,3896
32.957253,3860,0,842,1402,3896
32.958025,3860,0,843,1401,3896
32.958703,3861,0,842,1401,3896
32.959047,3862,0,841,1401,3896
32.959569,3863,0,840,1401,3896
32.959947,3863,0,840,1402,3895
32.960456,3864,0,839,1402,3895
32.960727,3865,0,838,1402,3895
32.961059,3865,0,838,1403,3894
32.962479,3865,0,838,1404,3893
32.962495,3866,0,837,1404,3893
32.964180,3866,0,838,1403,3893
32.967496,3866,0,839,1402,3893
32.969672,3866,0,840,1401,3893
32.974273,3866,0,841,1400,3893
32.976361,3866,0,841,1401,3892
32.977996,3866,0,842,1400,3892
32.978582,3866,0,842,1401,3891
32.978861,3866,0,842,1402,3890
32.979406,3866,0,842,1403,3889
32.980257,3866,0,843,1402,3889
32.980642,3866,0,843,1403,3888
32.981209,3866,0,843,1404,3887
32.981863,3867,0,842,1404,3887
32.982022,3867,0,843,1403,3887
32.983383,3867,0,843,1404,3886
32.985224,3868,0,842,1404,3886
32.985284,3868,0,843,1403,3886
32.986371,3869,0,842,1403,3886
32.988148,3869,0,842,1404,3885
32.989191,3869,0,843,1403,3885
32.989972,3870,0,842,1403,3885
32.990251,3870,0,842,1404,3884
32.993404,3870,0,843,1403,3884
32.995010,3870,0,844,1402,3884
32.996526,3870,0,844,1403,3883
32.996773,3870,0,844,1404,3882
32.997359,3870,0,844,1405,3881
32.998526,3871,0,843,1405,3881
32.998953,3872,0,842,1405,3881
33.000333,3872,0,842,1406,3880
33.001539,3872,0,842,1407,3879
33.005310,3872,0,842,1408,3878
33.005516,3872,0,843,1407,3878
33.006481,3872,0,844,1406,3878
33.008018,3873,0,843,1406,3878
33.012933,3874,0,842,1406,3878
33.013110,3874,0,843,1405,3878
33.014176,3874,0,843,1406,3877
33.014177,3874,0,843,1407,3876
33.014249,3874,0,844,1406,3876
33.014253,3875,0,843,1406,3876
33.014491,3876,0,842,1406,3876
33.017502,3877,0,841,1406,3876
33.017633,3877,0,841,1407,3875
33.020336,3877,0,842,1406,3875
33.023714,3877,0,843,1405,3875
33.024016,3877,0,844,1404,3875
33.024623,3877,0,845,1403,3875
33.024710,3877,0,845,1404,3874
33.025494,3877,0,845,1405,3873
33.025667,3877,0,846,1404,3873
33.026228,3877,0,846,1405,3872
33.026482,3877,0,846,1406,3871
33.026853,3877,0,846,1407,3870
33.026946,3878,0,845,1407,3870
33.028682,3878,0,846,1406,3870
33.030956,3878,0,846,1407,3869
33.034040,3878,0,847,1406,3869
33.034376,3878,0,847,1407,3868
33.036159,3879,0,846,1407,3868
33.036236,3880,0,845,1407,3868
33.036297,3881,0,844,1407,3868
33.036947,3881,0,844,1408,3867
33.037706,3881,0,845,1407,3867
33.038423,3881,0,846,1406,3867
33.039080,3882,0,845,1406,3867
33.039375,3883,0,844,1406,3867
33.039651,3883,0,844,1407,3866
33.040709,3883,0,844,1408,3865
33.041231,3883,0,844,1409,3864
33.043978,3883,0,844,1410,3863
33.044013,3883,0,845,1409,3863
33.045949,3884,0,844,1409,3863
33.046615,3884,0,844,1410,3862
33.047528,3884,0,845,1409,3862
33.048190,3885,0,844,1409,3862
33.049858,3885,0,844,1410,3861
33.050114,3886,0,843,1410,3861
33.052414,3886,0,843,1411,3860
33.052556,3886,0,843,1412,3859
33.053105,3886,0,844,1411,3859
33.055656,3886,0,845,1410,3859
33.056993,3887,0,844,1410,3859
33.057100,3887,0,845,1409,3859
33.057235,3888,0,844,1409,3859
33.057512,3889,0,843,1409,3859
33.062236,3890,0,842,1409,3859
33.062430,3891,0,841,1409,3859
33.062585,3891,0,842,1408,3859
33.063424,3891,0,842,1409,3858
33.063545,3892,0,841,1409,3858
33.063966,3893,0,840,1409,3858
33.064142,3893,0,841,1408,3858
33.064218,3893,0,841,1409,3857
33.064291,3893,0,841,1410,3856
33.065712,3893,0,841,1411,3855
33.069179,3893,0,841,1412,3854
33.070024,3893,0,842,1411,3854
33.071350,3893,0,843,1410,3854
33.071664,3894,0,842,1410,3854
33.072758,3894,0,843,1409,3854
33.073319,3894,0,844,1408,3854
33.073730,3894,0,845,1407,3854
33.074577,3894,0,846,1406,3854
33.074657,3894,0,846,1407,3853
33.077079,3894,0,846,1408,3852
33.078493,3894,0,846,1409,3851
33.080171,3894,0,847,1408,3851
33.080261,3895,0,846,1408,3851
33.082433,3896,0,845,1408,3851
33.084268,3897,0,844,1408,3851
33.084577,3898,0,843,1408,3851
33.086264,3898,0,844,1407,3851
33.086666,3898,0,844,1408,3850
33.089411,3899,0,843,1408,3850
33.089912,3899,0,843,1409,3849
33.098435,3900,0,842,1409,3849
33.100157,3901,0,841,1409,3849
33.103609,3902,0,840,1409,3849
33.104034,3902,0,840,1410,3848
33.106212,3902,0,841,1409,3848
33.106690,3902,0,841,1410,3847
33.109419,3903,0,840,1410,3847
33.109660,3903,0,841,1409,3847
33.113331,3904,0,840,1409,3847
33.116367,3905,0,839,1409,3847
33.117406,3905,0,840,1408,3847
33.120506,3906,0,839,1408,3847
33.120781,3907,0,838,1408,3847
33.120998,3908,0,837,1408,3847
33.121881,3909,0,836,1408,3847
33.122102,3909,0,836,1409,3846
33.122117,3910,0,835,1409,3846
33.122633,3910,0,835,1410,3845
33.122800,3910,0,835,1411,3844
33.126620,3910,0,835,1412,3843
33.126860,3910,0,836,1411,3843
33.128292,3910,0,837,1410,3843
33.129431,3911,0,836,1410,3843
33.131255,3911,0,837,1409,3843
33.131311,3911,0,838,1408,3843
33.131657,3911,0,839,1407,3843
33.132544,3912,0,838,1407,3843
33.133904,3912,0,839,1406,3843
33.135702,3912,0,840,1405,3843
33.135748,3912,0,841,1404,3843
33.136042,3913,0,840,1404,3843
33.136619,3913,0,841,1403,3843
33.138806,3913,0,841,1404,3842
33.140658,3914,0,840,1404,3842
33.141724,3915,0,839,1404,3842
33.142686,3915,0,839,1405,3841
33.143777,3915,0,840,1404,3841
33.144781,3915,0,840,1405,3840
33.145316,3915,0,840,1406,3839
33.145858,3915,0,841,1405,3839
33.147750,3915,0,841,1406,3838
33.149136,3915,0,841,1407,3837
33.150529,3915,0,842,1406,3837
33.151084,3915,0,843,1405,3837
33.151688,3915,0,844,1404,3837
33.154418,3915,0,845,1403,3837
33.156435,3915,0,846,1402,3837
33.160165,3915,0,846,1403,3836
33.161095,3915,0,847,1402,3836
33.162131,3915,0,848,1401,3836
33.162310,3916,0,847,1401,3836
33.163573,3917,0,846,1401,3836
33.163711,3917,0,847,1400,3836
33.167074,3918,0,846,1400,3836
33.167587,3918,0,846,1401,3835
33.167715,3919,0,845,1401,3835
33.168021,3919,0,845,1402,3834
33.169957,3919,0,845,1403,3833
33.170911,3919,0,845,1404,3832
33.171306,3919,0,845,1405,3831
33.171345,3919,0,845,1406,3830
33.171702,3919,0,845,1407,3829
33.172739,3919,0,846,1406,3829
33.173463,3919,0,847,1405,3829
33.174698,3919,0,847,1406,3828
33.174786,3919,0,848,1405,3828
33.175817,3919,0,849,1404,3828
33.177817,3919,0,850,1403,3828
33.177926,3919,0,851,1402,3828
33.178204,3919,0,851,1403,3827
33.179911,3919,0,851,1404,3826
33.180081,3919,0,851,1405,3825
33.181292,3920,0,850,1405,3825
33.181570,3920,0,850,1406,3824
33.185578,3921,0,849,1406,3824
33.185873,3922,0,848,1406,3824
33.186190,3923,0,847,1406,3824
33.188199,3924,0,846,1406,3824
33.189747,3925,0,845,1406,3824
33.192602,3925,0,846,1405,3824
33.193394,3925,0,846,1406,3823
33.193502,3925,0,846,1407,3822
33.194008,3925,0,846,1408,3821
33.197389,3926,0,845,1408,3821
33.197933,3926,0,845,1409,3820
33.198615,3926,0,846,1408,3820
33.199990,3926,0,846,1409,3819
33.200931,3926,0,847,1408,3819
33.201915,3926,0,848,1407,3819
33.202974,3926,0,848,1408,3818
33.203400,3926,0,848,1409,3817
33.204074,3926,0,849,1408,3817
33.204761,3927,0,848,1408,3817
33.205780,3928,0,847,1408,3817
33.206979,3928,0,847,1409,3816
33.207097,3928,0,847,1410,3815
33.207459,3929,0,846,1410,3815
33.207699,3930,0,845,1410,3815
33.207738,3930,0,846,1409,3815
33.207937,3931,0,845,1409,3815
33.208053,3931,0,845,1410,3814
33.210398,3931,0,845,1411,3813
33.212360,3931,0,846,1410,3813
33.212703,3932,0,845,1410,3813
33.215905,3933,0,844,1410,3813
33.216453,3934,0,843,1410,3813
33.217178,3935,0,842,1410,3813
33.217555,3935,0,842,1411,3812
33.219773,3935,0,843,1410,3812
33.222532,3935,0,844,1409,3812
33.224913,3936,0,843,1409,3812
33.225083,3937,0,842,1409,3812
33.226441,3937,0,842,1410,3811
33.226658,3938,0,841,1410,3811
33.227294,3939,0,840,1410,3811
33.227445,3939,0,840,1411,3810
33.229626,3939,0,841,1410,3810
33.229863,3939,0,842,1409,3810
33.231098,3939,0,843,1408,3810
33.232954,3939,0,843,1409,3809
33.233085,3939,0,843,1410,3808
33.233827,3939,0,843,1411,3807
33.235497,3939,0,843,1412,3806
33.237614,3939,0,844,1411,3806
33.240312,3940,0,843,1411,3806
33.241279,3940,0,843,1412,3805
33.242198,3940,0,844,1411,3805
33.243728,3941,0,843,1411,3805
33.244359,3941,0,843,1412,3804
33.245008,3941,0,844,1411,3804
33.245251,3941,0,844,1412,3803
33.246420,3942,0,843,1412,3803
33.248241,3942,0,844,1411,3803
33.249767,3942,0,845,1410,3803
33.250073,3942,0,846,1409,3803
33.250278,3943,0,845,1409,3803
33.250755,3944,0,844,1409,3803
33.253752,3945,0,843,1409,3803
33.253814,3946,0,842,1409,3803
33.255868,3947,0,841,1409,3803
33.255962,3948,0,840,1409,3803
33.259141,3948,0,841,1408,3803
33.259916,3948,0,842,1407,3803
33.262972,3948,0,842,1408,3802
33.267708,3948,0,842,1409,3801
33.267768,3948,0,842,1410,3800
33.267905,3949,0,841,1410,3800
33.268010,3949,0,842,1409,3800
33.271577,3949,0,842,1410,3799
33.271868,3949,0,843,1409,3799
33.272053,3950,0,842,1409,3799
33.272413,3950,0,842,1410,3798
33.273073,3950,0,842,1411,3797
33.274250,3951,0,841,1411,3797
33.274972,3951,0,842,1410,3797
33.279596,3951,0,843,1409,3797
33.281179,3952,0,842,1409,3797
33.281499,3952,0,843,1408,3797
33.282105,3953,0,842,1408,3797
33.282558,3954,0,841,1408,3797
33.282598,3954,0,842,1407,3797
33.284791,3955,0,841,1407,3797
33.286022,3955,0,841,1408,3796
33.286402,3956,0,840,1408,3796
33.286757,3956,0,840,1409,3795
33.288234,3957,0,839,1409,3795
33.290966,3957,0,840,1408,3795
33.294446,3957,0,841,1407,3795
33.296018,3957,0,841,1408,3794
33.296851,3957,0,841,1409,3793
33.299754,3957,0,842,1408,3793
33.301701,3957,0,842,1409,3792
33.306387,3958,0,841,1409,3792
33.307016,3958,0,842,1408,3792
33.309006,3959,0,841,1408,3792
33.309289,3959,0,841,1409,3791
33.313879,3959,0,842,1408,3791
33.314982,3959,0,843,1407,3791
33.318870,3959,0,844,1406,3791
33.320194,3959,0,845,1405,3791
33.320595,3959,0,846,1404,3791
33.321132,3959,0,847,1403,3791
33.321827,3960,0,846,1403,3791
33.324371,3960,0,847,1402,3791
33.326575,3960,0,848,1401,3791
33.327130,3961,0,847,1401,3791
33.329091,3961,0,848,1400,3791
33.329795,3962,0,847,1400,3791
33.331628,3962,0,847,1401,3790
33.331733,3962,0,847,1402,3789
33.334320,3962,0,847,1403,3788
33.335143,3963,0,846,1403,3788
33.336456,3964,0,845,1403,3788
33.336657,3964,0,845,1404,3787
33.341556,3964,0,845,1405,3786
33.342182,3964,0,846,1404,3786
33.343064,3964,0,846,1405,3785
33.346519,3965,0,845,1405,3785
33.346974,3966,0,844,1405,3785
33.348345,3966,0,845,1404,3785
33.350813,3967,0,844,1404,3785
33.351259,3967,0,844,1405,3784
33.352497,3968,0,843,1405,3784
33.353121,3968,0,844,1404,3784
33.354885,3968,0,844,1405,3783
33.354976,3968,0,845,1404,3783
33.355297,3969,0,844,1404,3783
33.357437,3970,0,843,1404,3783
33.359499,3970,0,844,1403,3783
33.359558,3970,0,845,1402,3783
33.360822,3971,0,844,1402,3783
33.361027,3971,0,845,1401,3783
33.361277,3971,0,846,1400,3783
33.361889,3971,0,846,1401,3782
33.362804,3971,0,847,1400,3782
33.363522,3972,0,846,1400,3782
33.365566,3972,0,846,1401,3781
33.367641,3972,0,846,1402,3780
33.369109,3972,0,846,1403,3779
33.369420,3972,0,847,1402,3779
33.369852,3973,0,846,1402,3779
33.369878,3973,0,847,1401,3779
33.370331,3973,0,848,1400,3779
33.371562,3974,0,847,1400,3779
33.371657,3975,0,846,1400,3779
33.372564,3975,0,847,1399,3779
33.373060,3976,0,846,1399,3779
33.374606,3976,0,847,1398,3779
33.374884,3977,0,846,1398,3779
33.375351,3977,0,847,1397,3779
33.376405,3977,0,847,1398,3778
33.376894,3977,0,848,1397,3778
33.379801,3977,0,848,1398,3777
33.381926,3977,0,849,1397,3777
33.383052,3977,0,849,1398,3776
33.384062,3978,0,848,1398,3776
33.384168,3978,0,848,1399,3775
33.384932,3978,0,849,1398,3775
33.385467,3979,0,848,1398,3775
33.387948,3980,0,847,1398,3775
33.388122,3981,0,846,1398,3775
33.389213,3981,0,847,1397,3775
33.389499,3981,0,848,1396,3775
33.389735,3981,0,848,1397,3774
33.389999,3981,0,848,1398,3773
33.391265,3982,0,847,1398,3773
33.391287,3983,0,846,1398,3773
33.392813,3984,0,845,1398,3773
33.393745,3985,0,844,1398,3773
33.397612,3985,0,845,1397,3773
33.400820,3985,0,845,1398,3772
33.401129,3986,0,844,1398,3772
33.401255,3987,0,843,1398,3772
33.401331,3987,0,844,1397,3772
33.401423,3987,0,845,1396,3772
33.403560,3987,0,845,1397,3771
33.403616,3987,0,846,1396,3771
33.409210,3987,0,847,1395,3771
33.409498,3987,0,848,1394,3771
33.410380,3987,0,848,1395,3770
33.411299,3988,0,847,1395,3770
33.411309,3989,0,846,1395,3770
33.411721,3989,0,846,1396,3769
33.411862,3989,0,846,1397,3768
33.412756,3990,0,845,1397,3768
33.413765,3990,0,845,1398,3767
33.418307,3991,0,844,1398,3767
33.421582,3991,0,844,1399,3766
33.424609,3992,0,843,1399,3766
33.425088,3992,0,843,1400,3765
33.425249,3992,0,844,1399,3765
33.425280,3992,0,844,1400,3764
33.426825,3992,0,845,1399,3764
33.428169,3993,0,844,1399,3764
33.428740,3994,0,843,1399,3764
33.430580,3994,0,844,1398,3764
33.432343,3994,0,844,1399,3763
33.434752,3994,0,845,1398,3763
33.438151,3994,0,846,1397,3763
33.439648,3995,0,845,1397,3763
33.441730,3996,0,844,1397,3763
33.442852,3996,0,844,1398,3762
33.444568,3996,0,845,1397,3762
33.444857,3996,0,845,1398,3761
33.444913,3996,0,846,1397,3761
33.444923,3997,0,845,1397,3761
33.445578,3997,0,846,1396,3761
33.445903,3998,0,845,1396,3761
33.448619,3998,0,845,1397,3760
33.449458,3998,0,846,1396,3760
33.449811,3999,0,845,1396,3760
33.450316,3999,0,846,1395,3760
33.450415,3999,0,847,1394,3760
33.451453,3999,0,848,1393,3760
33.451678,3999,0,849,1392,3760
33.453007,3999,0,849,1393,3759
33.456701,3999,0,850,1392,3759
33.457271,3999,0,851,1391,3759
33.457425,3999,0,852,1390,3759
33.460322,3999,0,852,1391,3758
33.461557,3999,0,852,1392,3757
33.461883,3999,0,852,1393,3756
33.464868,3999,0,853,1392,3756
33.465586,3999,0,853,1393,3755
33.466459,4000,0,852,1393,3755
33.466518,4001,0,851,1393,3755
33.467042,4001,0,852,1392,3755
33.467391,4001,0,852,1393,3754
33.467649,4001,0,853,1392,3754
33.468285,4002,0,852,1392,3754
33.471163,4003,0,851,1392,3754
33.471609,4003,0,852,1391,3754
33.474670,4003,0,853,1390,3754
33.475383,4003,0,853,1391,3753
33.479765,4004,0,852,1391,3753
33.480520,4005,0,851,1391,3753
33.481774,4005,0,852,1390,3753
33.482483,4005,0,852,1391,3752
33.483209,4006,0,851,1391,3752
33.485520,4006,0,852,1390,3752
33.487125,4006,0,853,1389,3752
33.489613,4007,0,852,1389,3752
33.490135,4008,0,851,1389,3752
33.490417,4009,0,850,1389,3752
33.490626,4009,0,850,1390,3751
33.492225,4010,0,849,1390,3751
33.493240,4010,0,849,1391,3750
33.493879,4010,0,849,1392,3749
33.494635,4010,0,850,1391,3749
33.498104,4010,0,850,1392,3748
33.499402,4011,0,849,1392,3748
33.500687,4011,0,850,1391,3748
33.502412,4011,0,851,1390,3748
33.502440,4012,0,850,1390,3748
33.502572,4013,0,849,1390,3748
33.502716,4013,0,850,1389,3748
33.503569,4013,0,850,1390,3747
33.506479,4013,0,851,1389,3747
33.507102,4013,0,852,1388,3747
33.510948,4014,0,851,1388,3747
33.511256,4014,0,852,1387,3747
33.511576,4014,0,852,1388,3746
33.511862,4014,0,853,1387,3746
33.514264,4015,0,852,1387,3746
33.515227,4016,0,851,1387,3746
33.517524,4016,0,851,1388,3745
33.517592,4017,0,850,1388,3745
33.519977,4017,0,851,1387,3745
33.520080,4017,0,852,1386,3745
33.520506,4017,0,852,1387,3744
33.522043,4018,0,851,1387,3744
33.522310,4018,0,851,1388,3743
33.522721,4019,0,850,1388,3743
33.523568,4019,0,851,1387,3743
33.523847,4019,0,851,1388,3742
33.524173,4019,0,852,1387,3742
33.525312,4020,0,851,1387,3742
33.526112,4020,0,852,1386,3742
33.528984,4021,0,851,1386,3742
33.532230,4022,0,850,1386,3742
33.532299,4023,0,849,1386,3742
33.535407,4023,0,850,1385,3742
33.540325,4024,0,849,1385,3742
33.540866,4024,0,849,1386,3741
33.540988,4025,0,848,1386,3741
33.543878,4025,0,848,1387,3740
33.545000,4025,0,849,1386,3740
33.545910,4025,0,849,1387,3739
33.546745,4026,0,848,1387,3739
33.548580,4027,0,847,1387,3739
33.548880,4027,0,847,1388,3738
33.549584,4027,0,848,1387,3738
33.551150,4027,0,849,1386,3738
33.552774,4027,0,850,1385,3738
33.554074,4028,0,849,1385,3738
33.555683,4028,0,850,1384,3738
33.557784,4029,0,849,1384,3738
33.558725,4029,0,849,1385,3737
33.563247,4030,0,848,1385,3737
33.564863,4031,0,847,1385,3737
33.567198,4032,0,846,1385,3737
33.568870,4033,0,845,1385,3737
33.574345,4034,0,844,1385,3737
33.575355,4034,0,844,1386,3736
33.575604,4034,0,845,1385,3736
33.576211,4035,0,844,1385,3736
33.577953,4035,0,845,1384,3736
33.578842,4035,0,845,1385,3735
33.580719,4035,0,845,1386,3734
33.581624,4035,0,845,1387,3733
33.582376,4036,0,844,1387,3733
33.582760,4036,0,844,1388,3732
33.587959,4036,0,844,1389,3731
33.589217,4037,0,843,1389,3731
33.589494,4038,0,842,1389,3731
33.589939,4039,0,841,1389,3731
33.590771,4040,0,840,1389,3731
33.591576,4040,0,840,1390,3730
33.592246,4040,0,841,1389,3730
33.592809,4040,0,841,1390,3729
33.593520,4040,0,842,1389,3729
33.594063,4040,0,842,1390,3728
33.594201,4040,0,842,1391,3727
33.594714,4041,0,841,1391,3727
33.596170,4041,0,842,1390,3727
33.596246,4042,0,841,1390,3727
33.596308,4043,0,840,1390,3727
33.597834,4043,0,840,1391,3726
33.598208,4043,0,840,1392,3725
33.598571,4043,0,841,1391,3725
33.599106,4043,0,842,1390,3725
33.599182,4043,0,843,1389,3725
33.599929,4043,0,843,1390,3724
33.600967,4043,0,843,1391,3723
33.603196,4043,0,843,1392,3722
33.603537,4043,0,843,1393,3721
33.603777,4043,0,844,1392,3721
33.605389,4044,0,843,1392,3721
33.605820,4044,0,843,1393,3720
33.606033,4045,0,842,1393,3720
33.607851,4045,0,842,1394,3719
33.609457,4045,0,843,1393,3719
33.610413,4045,0,844,1392,3719
33.612679,4045,0,844,1393,3718
33.612841,4045,0,844,1394,3717
33.618594,4045,0,845,1393,3717
33.619634,4046,0,844,1393,3717
33.620115,4047,0,843,1393,3717
33.621012,4047,0,843,1394,3716
33.621202,4048,0,842,1394,3716
33.621211,4048,0,843,1393,3716
33.622608,4048,0,843,1394,3715
33.622971,4049,0,842,1394,3715
33.623196,4049,0,842,1395,3714
33.625306,4049,0,843,1394,3714
33.626851,4050,0,842,1394,3714
33.627697,4050,0,842,1395,3713
33.629009,4050,0,843,1394,3713
33.631501,4051,0,842,1394,3713
33.631870,4052,0,841,1394,3713
33.633137,4053,0,840,1394,3713
33.633770,4054,0,839,1394,3713
33.637279,4055,0,838,1394,3713
33.637907,4056,0,837,1394,3713
33.638067,4056,0,837,1395,3712
33.640077,4057,0,836,1395,3712
33.643851,4057,0,837,1394,3712
33.651599,4057,0,837,1395,3711
33.651888,4057,0,837,1396,3710
33.652380,4058,0,836,1396,3710
33.653416,4059,0,835,1396,3710
33.653719,4060,0,834,1396,3710
33.654024,4060,0,835,1395,3710
33.654067,4061,0,834,1395,3710
33.654169,4062,0,833,1395,3710
33.654733,4063,0,832,1395,3710
33.658442,4063,0,832,1396,3709
33.658696,4063,0,832,1397,3708
33.661977,4063,0,832,1398,3707
33.662108,4064,0,831,1398,3707
33.662224,4065,0,830,1398,3707
33.664172,4065,0,830,1399,3706
33.664708,4065,0,830,1400,3705
33.666802,4065,0,830,1401,3704
33.667183,4065,0,831,1400,3704
33.667322,4065,0,831,1401,3703
33.668424,4065,0,832,1400,3703
33.671500,4065,0,833,1399,3703
33.672022,4066,0,832,1399,3703
33.672460,4066,0,832,1400,3702
33.672783,4066,0,833,1399,3702
33.674954,4067,0,832,1399,3702
33.675038,4067,0,833,1398,3702
33.675137,4068,0,832,1398,3702
33.675920,4068,0,832,1399,3701
33.676387,4069,0,831,1399,3701
33.677549,4069,0,832,1398,3701
33.678409,4069,0,832,1399,3700
33.679624,4069,0,832,1400,3699
33.680762,4069,0,833,1399,3699
33.680795,4069,0,834,1398,3699
33.682768,4069,0,835,1397,3699
33.683414,4069,0,836,1396,3699
33.685002,4069,0,837,1395,3699
33.688011,4069,0,837,1396,3698
33.691924,4069,0,838,1395,3698
33.693478,4069,0,838,1396,3697
33.695479,4069,0,838,1397,3696
33.696083,4069,0,839,1396,3696
33.697068,4070,0,838,1396,3696
33.697932,4070,0,838,1397,3695
33.698045,4070,0,838,1398,3694
33.700490,4071,0,837,1398,3694
33.701107,4071,0,838,1397,3694
33.701864,4071,0,839,1396,3694
33.704948,4071,0,840,1395,3694
33.705149,4072,0,839,1395,3694
33.705236,4072,0,839,1396,3693
33.706973,4072,0,840,1395,3693
33.707566,4072,0,841,1394,3693
33.708065,4072,0,842,1393,3693
33.711464,4072,0,843,1392,3693
33.713281,4072,0,844,1391,3693
33.713654,4073,0,843,1391,3693
33.715479,4073,0,844,1390,3693
33.715717,4073,0,845,1389,3693
33.715941,4074,0,844,1389,3693
33.717311,4074,0,845,1388,3693
33.718223,4074,0,846,1387,3693
33.720749,4074,0,847,1386,3693
33.721096,4074,0,848,1385,3693
33.721952,4074,0,848,1386,3692
33.723578,4075,0,847,1386,3692
33.726200,4075,0,848,1385,3692
33.727728,4075,0,848,1386,3691
33.728665,4075,0,849,1385,3691
33.729673,4076,0,848,1385,3691
33.731582,4076,0,849,1384,3691
33.731850,4077,0,848,1384,3691
33.734834,4078,0,847,1384,3691
33.735571,4078,0,848,1383,3691
33.735585,4079,0,847,1383,3691
33.735692,4079,0,848,1382,3691
33.736269,4080,0,847,1382,3691
33.736286,4080,0,847,1383,3690
33.737642,4080,0,847,1384,3689
33.738171,4080,0,847,1385,3688
33.738233,4080,0,847,1386,3687
33.738480,4080,0,847,1387,3686
33.741775,4081,0,846,1387,3686
33.742245,4081,0,847,1386,3686
33.747267,4082,0,846,1386,3686
33.747415,4083,0,845,1386,3686
33.752957,4083,0,846,1385,3686
33.753351,4083,0,846,1386,3685
33.754572,4083,0,847,1385,3685
33.755309,4084,0,846,1385,3685
33.755322,4085,0,845,1385,3685
33.756075,4085,0,845,1386,3684
33.756778,4086,0,844,1386,3684
33.757230,4086,0,845,1385,3684
33.760069,4086,0,846,1384,3684
33.760640,4086,0,847,1383,3684
33.761653,4086,0,847,1384,3683
33.762050,4087,0,846,1384,3683
33.762430,4088,0,845,1384,3683
33.762593,4088,0,845,1385,3682
33.762862,4089,0,844,1385,3682
33.763086,4090,0,843,1385,3682
33.770186,4090,0,843,1386,3681
33.771443,4091,0,842,1386,3681
33.771941,4091,0,842,1387,3680
33.772360,4092,0,841,1387,3680
33.773240,4092,0,841,1388,3679
33.778176,4093,0,840,1388,3679
33.778558,4094,0,839,1388,3679
33.779083,4094,0,840,1387,3679
33.779909,4094,0,840,1388,3678
33.780176,4094,0,840,1389,3677
33.780198,4095,0,839,1389,3677
33.780580,4095,0,840,1388,3677
33.782553,4095,0,840,1389,3676
33.782795,4096,0,839,1389,3676
33.783831,4096,0,839,1390,3675
33.784201,4097,0,838,1390,3675
